ID	Word	Lemma	POS	Features	(EverythingElse)
995	страшного	страшный	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#235.508#235.869
996	неравноправие	неравноправие	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#235.869#236.23
997	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#236.23#236.591
998	то	то	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#236.591#236.952
999	есть	быть	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#236.952#237.313
1000	мужчина	мужчина	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#237.313#237.674
1001	бьет	бить	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#237.674#238.035
1002	жену	жена	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#238.035#238.396
1003	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#238.396#238.757
1004	это	это	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#238.757#239.118
1005	норма	норма	NOUN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#239.118#239.479
1006	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#239.479#239.84
1007	все	все	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#239.84#240.201
1008	в	в	ADP	_	@anf1979f-words#@anf1979f-words#240.201#240.562
1009	поряде	порядок	NOUN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#240.562#240.94
1010	как	как	SCONJ	_	@anf1979f-words#@anf1979f-words#241.186#241.429
1011	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#241.429#241.672
1012	вот	вот	PART	_	@anf1979f-words#@anf1979f-words#241.672#241.915
1013	убьют	убить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#241.915#242.158
1014	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#242.158#242.401
1015	тогда	тогда	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#242.401#242.644
1016	и	и	PART	_	@anf1979f-words#@anf1979f-words#242.644#242.887
1017	приходите	приходить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#242.887#243.135
1018	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#254.66#254.877
1019	считаю	считать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#254.877#255.094
1020	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#255.094#255.311
1021	это	это	DET	Case=Acc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#255.311#255.528
1022	насилие	насилие	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#255.528#255.745
1023	с	с	ADP	_	@anf1979f-words#@anf1979f-words#255.745#255.962
1024	обеих	оба	NUM	Case=Gen|Gender=Fem	@anf1979f-words#@anf1979f-words#255.962#256.179
1025	сторон	сторона	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	@anf1979f-words#@anf1979f-words#256.179#256.398
1026	никто	никто	PRON	Case=Nom	@anf1979f-words#@anf1979f-words#257.804#258.071
1027	не	не	PART	_	@anf1979f-words#@anf1979f-words#258.071#258.338
1028	должен	должен	ADJ	Degree=Pos|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#258.338#258.605
1029	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#258.605#258.872
1030	бить	бить	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#258.872#259.139
1031	никого	никто	PRON	Case=Gen	@anf1979f-words#@anf1979f-words#259.139#259.406
1032	нет	нет	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#263.329#263.694
1033	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#263.694#264.059
1034	не	не	PART	_	@anf1979f-words#@anf1979f-words#264.059#264.424
1035	абсолютное	абсолютный	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#264.424#264.789
1036	равноправие	равноправие	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#264.789#265.154
1037	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#265.154#265.519
1038	потому	потому	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#265.519#265.884
1039	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#265.884#266.249
1040	больше	больше	NUM	_	@anf1979f-words#@anf1979f-words#266.249#266.614
1041	80%	80%-й	X	_	@anf1979f-words#@anf1979f-words#266.614#266.979
1042	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#266.979#267.344
1043	почти	почти	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#267.344#267.709
1044	90…	90	X	_	@anf1979f-words#@anf1979f-words#267.709#268.084
1045	зарегистрированных	регистрировать	VERB	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass	@anf1979f-words#@anf1979f-words#268.889#269.295
1046	случаев	случай	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	@anf1979f-words#@anf1979f-words#269.295#269.701
1047	домашнего	домашний	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#269.701#270.107
1048	насилия	насилие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#270.107#270.513
1049	–	–	PUNCT	_	@anf1979f-words#@anf1979f-words#270.513#270.919
1050	это	этот	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#270.919#271.325
1051	женщины	женщина	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	@anf1979f-words#@anf1979f-words#271.325#271.737
1052	нет	нет	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#275.898#276.221
1053	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#276.221#276.544
1054	неээ	неээ	INTJ		@anf1979f-words#@anf1979f-words#276.544#276.867
1055	не	не	PART	_	@anf1979f-words#@anf1979f-words#276.867#277.19
1056	ну	ну	INTJ	_	@anf1979f-words#@anf1979f-words#277.19#277.513
1057	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#277.513#277.836
1058	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#277.836#278.159
1059	не	не	PART	_	@anf1979f-words#@anf1979f-words#278.159#278.482
1060	уверена	уверенный	ADJ	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	@anf1979f-words#@anf1979f-words#278.482#278.805
1061	насчет	насчет	ADP	_	@anf1979f-words#@anf1979f-words#278.805#279.128
1062	зарегистрированных	регистрировать	VERB	Aspect=Perf|Case=Gen|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass	@anf1979f-words#@anf1979f-words#279.128#279.451
1063	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#279.451#279.774
1064	но	но	CCONJ	_	@anf1979f-words#@anf1979f-words#279.774#280.097
1065	данные	данные	NOUN	Animacy=Inan|Case=Acc|Number=Plur	@anf1979f-words#@anf1979f-words#280.097#280.42
1066	такие	такой	DET	Case=Acc|Number=Plur	@anf1979f-words#@anf1979f-words#280.42#280.745
1067	то	то	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#285.174#285.457
1068	есть	быть	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#285.457#285.74
1069	вы	вы	PRON	Case=Nom|Number=Plur|Person=2	@anf1979f-words#@anf1979f-words#285.74#286.023
1070	считаете	считать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#286.023#286.306
1071	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#286.306#286.589
1072	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#286.589#286.872
1073	мужчина…	мужчина	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#286.872#287.155
1074	ну	ну	INTJ	_	@anf1979f-words#@anf1979f-words#287.155#287.438
1075	женщины	женщина	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	@anf1979f-words#@anf1979f-words#287.438#287.721
1076	бьют	бьвать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#287.721#288.004
1077	мужчин	мужчина	NOUN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	@anf1979f-words#@anf1979f-words#288.004#288.287
1078	также	также	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#288.287#288.57
1079	часто	часто	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#288.57#288.853
1080	как	как	SCONJ	_	@anf1979f-words#@anf1979f-words#288.853#289.136
1081	женщину	женщина	NOUN	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#289.136#289.419
1082	мужчину	мужчина	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#289.419#289.711
1083	Спасибо	спасибо	PART	_	@anf1979f-words#@anf1979f-words#293.252#293.712
1084	пользоваться	пользоваться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid	@anf1979f-words#@anf1979f-words#306.052#306.466
1085	силой	сила	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#306.466#306.88
1086	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#306.88#307.296
1087	пользоваться	пользоваться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid	@anf1979f-words#@anf1979f-words#307.795#308.271
1088	превосходством	превосходство	NOUN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#308.271#308.747
1089	своим	свой	DET	Case=Ins|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#308.747#309.223
1090	физическим	физический	ADJ	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#309.223#309.699
1091	рядом	рядом	NOUN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#309.699#310.175
1092	с	с	ADP	_	@anf1979f-words#@anf1979f-words#310.175#310.651
1093	женщиной	женщина	NOUN	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#310.651#311.127
1094	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#311.127#311.61
1095	физически	физически	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#321.529#321.817
1096	пользоваться	пользоваться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid	@anf1979f-words#@anf1979f-words#321.817#322.105
1097	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#322.105#322.393
1098	допустим	допустить	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#322.393#322.681
1099	там	там	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#322.681#322.969
1100	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#322.969#323.257
1101	не	не	PART	_	@anf1979f-words#@anf1979f-words#323.257#323.545
1102	знаю	знать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#323.545#323.833
1103	поехать	поехать	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#323.833#324.121
1104	на	на	ADP	_	@anf1979f-words#@anf1979f-words#324.121#324.409
1105	олимпиаду	олимпиада	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#324.409#324.697
1106	и	и	CCONJ	_	@anf1979f-words#@anf1979f-words#324.697#324.985
1107	надрать	надрать	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#324.985#325.273
1108	всем	весь	DET	Case=Dat|Number=Plur	@anf1979f-words#@anf1979f-words#325.273#325.561
1109	задницу	задница	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#325.561#325.849
1110	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#325.849#326.137
1111	выиграв	выиграть	VERB	Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act	@anf1979f-words#@anf1979f-words#326.137#326.425
1112	золотую	золотой	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#326.425#326.713
1113	медаль	медаль	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#326.713#327.001
1114	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#327.001#327.289
1115	это	это	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#327.289#327.577
1116	одно	один	DET	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#327.577#327.865
1117	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#327.865#328.153
1118	а	а	CCONJ	_	@anf1979f-words#@anf1979f-words#328.153#328.441
1119	физически	физически	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#328.441#328.729
1120	пользоваться	пользоваться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid	@anf1979f-words#@anf1979f-words#328.729#329.017
1121	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#329.017#329.305
1122	молчи	молчать	VERB	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#329.305#329.593
1123	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#329.593#329.881
1124	дура	дура	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#329.881#330.169
1125	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#330.169#330.457
1126	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#330.457#330.745
1127	тебе	ты	PRON	Case=Dat|Number=Sing|Person=2	@anf1979f-words#@anf1979f-words#330.745#331.033
1128	сейчас	сейчас	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#331.033#331.321
1129	дам	дать	VERB	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#331.321#331.609
1130	в	в	ADP	_	@anf1979f-words#@anf1979f-words#331.609#331.897
1131	лицо	лицо	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#331.897#332.191
1132	Это	этот	DET	Case=Acc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#333.435#333.734
1133	немножечко	немножечко	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#333.734#334.033
1134	другое	другой	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#334.033#334.332
1135	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#334.332#334.631
1136	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#334.631#334.93
1137	нет	нет	PART	_	@anf1979f-words#@anf1979f-words#334.93#335.229
1138	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#335.229#335.534
1139	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#344.429#344.865
1140	против	против	ADP	_	@anf1979f-words#@anf1979f-words#344.865#345.301
1141	любого	любой	DET	Case=Gen|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#345.301#345.737
1142	насилия	насилие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#345.737#346.174
